Company Name,Location,Headquarters,Size,Type of ownership,Industry,Sector,Revenue,job_simplified,seniority,Rating Category,job_state,Python_yn,Spark,AWS_yn,Average Salary
SoftBank Robotics,"San Francisco, CA","Paris, France",201 to 500 employees,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$25 to $50 million (USD),data scientist,Other,Medium Rating, CA,1,0,1,103000.0
GSK,"Cambridge, MA","Brentford, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),other scientist,Entry Level,Medium Rating, MA,0,0,1,90500.0
Factual,"Los Angeles, CA","Los Angeles, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown,data scientist,Senior/Principal,High Rating, CA,1,1,0,153000.0
MITRE,"McLean, VA","Bedford, MA",5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),data scientist,Associate,Medium Rating, VA,1,1,0,106500.0
SkySync,"Ann Arbor, MI","Ann Arbor, MI",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown,data scientist,Senior/Principal,High Rating, MI,0,0,0,130000.0
TriNet,"Dublin, CA","Dublin, CA",1001 to 5000 employees,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),data analyst,Associate,Medium Rating, CA,0,0,0,123500.0
Medidata Solutions,"New York, NY","New York, NY",1001 to 5000 employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),other,Other,High Rating, NY,0,0,1,86500.0
Central California Alliance for Health,"Scotts Valley, CA","Scotts Valley, CA",501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),other analytics,Senior/Principal,Medium Rating, CA,0,0,0,64000.0
Signpost,"New York, NY","New York, NY",201 to 500 employees,Company - Private,Internet,Information Technology,$10 to $25 million (USD),data analyst,Senior/Principal,Medium Rating, NY,0,1,0,47000.0
Adobe,"San Jose, CA","San Jose, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),data scientist,Other,High Rating, CA,1,0,0,162000.0
AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),data scientist,Senior/Principal,Medium Rating, MD,1,0,0,140000.0
"DatamanUSA, LLC","Olympia, WA","Centennial, CO",51 to 200 employees,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),data scientist,Other,Medium Rating, WA,0,0,0,89000.0
Pilot Flying J Travel Centers LLC,"Knoxville, TN","Knoxville, TN",10000+ employees,Company - Private,Gas Stations,Retail,$10+ billion (USD),data engineer,Senior/Principal,Medium Rating, TN,1,0,0,98000.0
AstraZeneca,"New York, NY","Cambridge, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),data scientist,Senior/Principal,Medium Rating, NY,1,0,0,137000.0
Pinnacol Assurance,"Denver, CO","Denver, CO",501 to 1000 employees,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),data engineer,Other,High Rating, CO,1,0,1,99000.0
Palermo's Pizza,"Milwaukee, WI","Milwaukee, WI",501 to 1000 employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown,software engineer,Other,Medium Rating, WI,0,0,0,54000.0
Equian LLC,"Franklin, TN","Indianapolis, IN",1001 to 5000 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown,data engineer,Senior/Principal,Medium Rating, TN,0,0,1,109000.0
MetroStar Systems,"Rockville, MD","Reston, VA",201 to 500 employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),data engineer,Other,Medium Rating, MD,0,0,1,109000.0
MathWorks,"Natick, MA","Natick, MA",1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),data scientist,Senior/Principal,High Rating, MA,1,0,0,139500.0
Liberty Mutual Insurance,"Chicago, IL","Boston, MA",10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),data scientist,Executive/Director,Medium Rating, IL,1,0,0,254000.0
Information Builders,"New York, NY","New York, NY",1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown,machine learning engineer,Other,Medium Rating, NY,1,0,1,125000.0
Novartis,"Cambridge, MA","Basel, Switzerland",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),data scientist,Senior/Principal,Medium Rating, MA,1,0,0,106500.0
Beebe Healthcare,"Millville, DE","Lewes, DE",1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),other scientist,Other,Medium Rating, DE,0,0,0,57200.0
Audentes Therapeutics,"South San Francisco, CA","San Francisco, CA",201 to 500 employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,business intelligence,Other,Low Rating, CA,0,0,0,73000.0
Advanced BioScience Laboratories,"Rockville, MD","Rockville, MD",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),other scientist,Associate,Low Rating, MD,0,0,0,81000.0
"Numeric, LLC","Philadelphia, PA","Chadds Ford, PA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),data scientist,Other,Medium Rating, PA,1,1,1,128500.0
Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),other scientist,Other,Medium Rating, NC,0,0,0,99500.0
23andMe,"South San Francisco, CA","Sunnyvale, CA",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,other scientist,Senior/Principal,High Rating, CA,0,0,1,92000.0
National Interstate,"Richfield, OH","Richfield, OH",501 to 1000 employees,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),data analyst,Associate,Medium Rating, OH,0,0,0,45500.0
Moser Consulting,"Indianapolis, IN","Indianapolis, IN",51 to 200 employees,Company - Private,Consulting,Business Services,$25 to $50 million (USD),data engineer,Senior/Principal,High Rating, IN,1,1,1,122500.0
Greenway Health,"Tampa, FL","Tampa, FL",1001 to 5000 employees,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),data analyst,Other,Medium Rating, FL,0,0,0,37500.0
The Hanover Insurance Group,"Worcester, MA","Worcester, MA",5001 to 10000 employees,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),data analyst,Associate,Medium Rating, MA,0,0,0,54000.0
Fareportal,"New York, NY","New York, NY",1001 to 5000 employees,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),data analyst,Other,Medium Rating, NY,1,0,0,53500.0
TransUnion,"Chicago, IL","Chicago, IL",5001 to 10000 employees,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),data scientist,Senior/Principal,Medium Rating, IL,1,0,0,140000.0
MITRE,"Hampton, VA","Bedford, MA",5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),data scientist,Senior/Principal,Medium Rating, VA,0,0,0,77500.0
Mcphail Associates,"Cambridge, MA","Cambridge, MA",1 to 50 employees,Company - Private,Construction,"Construction, Repair & Maintenance",Unknown,other scientist,Other,Medium Rating, MA,0,0,0,55120.0
Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),other scientist,Senior/Principal,Medium Rating, NC,0,0,0,117500.0
Crown Bioscience,"San Diego, CA","San Diego, CA",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),business intelligence,Other,Low Rating, CA,0,0,0,70500.0
HOVER,"San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),other analytics,Senior/Principal,High Rating, CA,0,0,0,61500.0
Q2 Solutions,"Marietta, GA","Morrisville, NC",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,other scientist,Senior/Principal,Low Rating, GA,0,0,0,80000.0
Q2 Solutions,"Ithaca, NY","Morrisville, NC",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,business intelligence,Associate,Low Rating, NY,0,0,0,70000.0
Kronos Bio,"Cambridge, MA","San Mateo, CA",Unknown,Company - Private,Unknown,Unknown,Unknown,business intelligence,Entry Level,No Rating, MA,0,0,0,120000.0
Arbella Insurance,"Quincy, MA","Quincy, MA",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),data engineer,Associate,Medium Rating, MA,0,1,0,90000.0
CK-12 Foundation,"Palo Alto, CA","Palo Alto, CA",1 to 50 employees,Company - Private,K-12 Education,Education,Unknown,machine learning engineer,Other,High Rating, CA,1,0,1,111000.0
Life360,"San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Public,Computer Hardware & Software,Information Technology,Unknown,data analyst,Senior/Principal,Medium Rating, CA,1,0,0,138500.0
MassMutual,"Boston, MA","Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),data scientist,Senior/Principal,Medium Rating, MA,0,0,0,68500.0
Fivestars,"San Francisco, CA","San Francisco, CA",201 to 500 employees,Company - Private,Internet,Information Technology,$100 to $500 million (USD),data engineer,Other,Medium Rating, CA,1,0,1,87500.0
IQVIA,"Plymouth Meeting, PA","Durham, NC",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),data scientist,Senior/Principal,Medium Rating, PA,0,0,0,111500.0
GSK,"Cambridge, MA","Brentford, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),other scientist,Senior/Principal,Medium Rating, MA,0,0,1,84500.0
Eventbrite,"Nashville, TN","San Francisco, CA",1001 to 5000 employees,Company - Public,Internet,Information Technology,$100 to $500 million (USD),data engineer,Senior/Principal,High Rating, TN,1,1,1,102500.0
Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown,other scientist,Entry Level,Low Rating, PA,0,0,0,73500.0
"Numeric, LLC","Allentown, PA","Chadds Ford, PA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),data scientist,Senior/Principal,Medium Rating, PA,0,0,0,127500.0
Riverside Research Institute,"Beavercreek, OH","Arlington, VA",501 to 1000 employees,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),reasearch scientist,Other,Medium Rating, OH,1,0,0,93500.0
